source,target
311 Gold painting iron brightly shining into the roots,៣១១ ដែកលាបទឹកមាសភ្លឺចែងចាំង វស្សាចូលប្រាំងប្រែធាតុដើម
312 Independent Striping Strategies Switch Character Cotton Cotton Cotton Cotton Cotton Cotton Cotton Cotton Cotton Cotton Cotton Obsticular,៣១២ យុទ្ធសាស្រ្ដឯករាជ្យមិនរណប ស្រូវប្ដូរដងចបគ្រាប់កប្បាស មាគ៌ាថ្នាក់លើតាមមាត់ច្បាស់ អ្នកហ៊ានប្ដូរផ្លាស់ក្ស័យសង្ខារ
"313 The same class did not worry, bring the right to the right two work in the same time, efforts",៣១៣ វណ្ណៈតែមួយកុំព្រួយឡើយ នាំជាតិដល់ត្រើយដោយដៃពីរ ការងារស្មើគ្នាតាមនាទី ខំប្រឹងសំភីសំរេចកិច្ច
314 Help Tynathy Tynathy Tynathy Tech Tech Haitha is well-known to know the universal,៣១៤ សម្មាហរណកម្មអន្តរជាតិ បំណុលជួយជាតិហេត្ថារចនា ខំដើរអោយទាន់សម័យហ៊ឺហា ស្គាល់ច្បាស់យល់ថាសកលយ៉ាងម៉េច
"315 completely foreign direct investment in Cambodians in the lack of resources, while the locals help the nation be more likely to become more likely to become more likely to become more likely to become more likely to become more likely to become like other counties.",៣១៥ ពឹងពាក់វិនិយោគក្រៅស្រុកទាំងស្រុង កូនខ្មែរនៅផុងខ្វះទុនធនធាន បើចាំម្ចាស់ស្រុកជួយជាតិអោយមាន មិនងាយនឹងឈានដូចស្រុកដទៃ
"316 When the state has and provides a bridge financing to the population of small-grown enterprises, the situation of the state may be in place",៣១៦ ពេលរដ្ឋមានហើយផ្ដល់ហិរញ្ញប្បទាន តាំងខ្លួនជាស្ពានដល់ប្រជាជន សហគ្រាសតូចធំមានទុក្ខទំងន់ រដ្ឋជួយរែកពន់បង់ខាតជំនួស
"317 Laws of the poor are far away, the laws to the rural people do not understand the reasons for the natural manufacturers",៣១៧ គំលាតអ្នកមានអ្នកក្រនៅឆ្ងាយ ឯច្បាប់សុះសាយទៅមិនទាន់ដល់ អ្នកនៅជនបទមិនយល់ហេតុផល រស់តាមកម្មផលធម្មជាតិតាក់តែង
"318 Sanath, a piece in the hand, is in good recycling hand, correctly correct the risk of a trailer.",៣១៨ សុវណ្ណមួយដុំនៅក្នុងដៃ ត្រូវចេះកែច្នៃជាប្រយោជន៍ កែមិនបានល្អនាំបង់ហោច ប្រែក្លិនអសោចដួចចម្ប៉ា
"319 One goal, a lameway, in fact, should be trailing where the socket is uncertain as a handcraft scan.",៣១៩ គោលដៅតែមួយឯផ្លូវខ្វាត់ខ្វែង ជ្រើសតាមជាក់ស្ដែងគួរដើរផ្លូវណា ផ្លូវដែលស្រណុកមិនប្រាកដថា ដូចផ្លូវបន្លាឆ្កាដោយដៃឯង
"320 The same well has a red water, hot, in the water, mixed in water mixture, if you want to know,",៣២០ អណ្ដូងដូចគ្នាមានរាក់មានជ្រៅ ទឹកត្រជាក់ក្ដៅទៅតាមកំរិត សារធាតុក្នុងទឹកលាយល្បាយល្អិតៗ បើចង់ដឹងពិតត្រូវយកពិសោធន៍
321 Birds want to know the tiger to fly in an investigation into the information if it is unchanged and has no rules like a candle for light,៣២១ ខ្លួនជាបក្សីចង់ដឹងរឿងខ្លា ហើរតាមស៊ើបការទើបដឹងព័ត៌មាន បើគ្រាន់ចេចចាចហើយគ្មានវិធាន ប្រៀបដូចជាទៀនរលត់ពន្លឺ
"322 The river, calm, fish, swimming, swimming, waiting for the opportunity to jump, clearly flashed",៣២២ ទឹកទន្លេស្ងប់បង្កប់ត្រីធំ ហែលពួនសំងំរងចាំឱកាស វេលាសមគួរលោតចេញមកច្បាស់ មនុស្សភ័យជ្រួលច្រាស់លែងហ៊ាននេសាទ
"323 Don't believe in what we see, don't believe what we hear, don't believe in it not to believe?",៣២៣ កុំជឿលើអ្វីដែលយើងមើលឃើញ កុំជឿលើអ្វីដែលយើងស្ដាប់លឺ កុំជឿលើអ្វីមិនទាន់បំភ្លឺ កុំជឿលើអ្វីមិនទាន់វិភាគ
"324 Gold, debean, wash, clean water, gold, hot, hot, solid cold",៣២៤ មាសទឹកដប់ ធ្លាក់ទឹកស្អុយ លាងទឹកស្អាត មាសទឹកដប់ ក្ដៅរលាយ ត្រជាក់រឹង
325 Pre-Labor Bonus Promotion is not afraid of lost loss signs like blind people to walk into the pit,៣២៥ សមត្ថភាព ដើរមុនសញ្ញាប័ត្រ ការងារប្រតិបត្តិ មិនខ្លាចញញើត សញ្ញាបាត់ឥតមាន សមត្ថភាព ប្រៀបដូចមនុស្សខ្វាក់ ដើរចូលរណ្ដៅ
"326 Any skills are sure to turn to the ability to increase their ability by study, do not hide emotional, emotions",៣២៦ ជំនាញអ្វីចេះអោយប្រាកដ ត្រូវចេះបែរបត់បើមានបញ្ហា បង្កើនសមត្ថភាពដោយការសិក្សា កុំអោបទុក្ខាស្មុគស្មាញអារម្មណ៍
327 Almost risk to forget the fears,៣២៧ ចេះស្ទើរភ័យជានិច្ច ចេះស្ទាត់ភ្លេចភាពភ័យខ្លាច
"328 Sit there thirty minutes, and try to try hard, try to think three years to go on to the target of life, life, and to do",៣២៨ អង្គុយបោកអាវសាមសិបនាទី ដៃខំប្រឹងញីខួរក្បាលប្រឹងគិត បីឆ្នាំទៅមុខគោលដៅជីវិត គំរោងលំអិតគិតហើយត្រូវធ្វើ
329 Do not all or lack the ability to sleep comparable to answer questions,៣២៩ ការងារមិនគ្រប់ ឬខ្វះសមត្ថភាព ដេកគិតប្រៀបធៀប ចាំឆ្លើយសំនួរ
"330 Experience comes from a voucher work of every small job, volunteering organization, organization or setting up the observation, trying to train",៣៣០ បទពិសោធន៍បានមកពីការងារ ស្វាធ្យាយគ្រប់គ្រាការងារតូចធំ ស្ម័គ្រចិត្តអង្គការឬបង្កើតក្រុម អង្កេតខិតខំលត់ដំចំណេះ
"331 It is said to be noted to be noted for the same mistake to make the same mistake, hardly, avoiding the new",៣៣១​ គេថាស្ដីច្រើនត្រូវចេះប្រតិកម្ម គួរកត់ចំណាំមិនអោយមានទៀត កំហុសដដែលប្រឹងជៀសឆ្ងាយឃ្លាត កំហុសថ្មីទៀតជារឿងធម្មតា
